ID,Organisation,Sector,Subsector,Services Provided,Province,Municipality,Barangay,Status,Beneficiaries,Beneficiary Type,,,,,,,,,
2566,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Maria Cristina,Finished,28,individuals,,,,,,,,,
2568,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2573,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2574,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2580,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,26,individuals,,,,,,,,,
2581,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Santa Elena,Finished,35,individuals,,,,,,,,,
2585,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,19,individuals,,,,,,,,,
2588,Philippine Red Cross,Welfare,PSS,Psychosocial Support (Film Showing),1035,103504,Maria Cristina,Finished,33,individuals,,,,,,,,,
2591,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2592,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2599,Philippine Red Cross,WASH,Non-Food Items,Hygiene Kit (Assorted),1035,103504,Buru-Un,Finished,14,pcs,,,,,,,,,
2601,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Santa Elena,Finished,30,individuals,,,,,,,,,
2604,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,22,individuals,,,,,,,,,
2606,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Maria Cristina,Finished,26,individuals,,,,,,,,,
2615,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2616,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2632,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2642,Philippine Red Cross,Welfare,Referral,Welfare Referral,1035,103504,Tubod,Finished,1,individuals,,,,,,,,,
2648,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2656,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2667,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,22,individuals,,,,,,,,,
2671,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2672,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2675,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Tubod,Finished,5,individuals,,,,,,,,,
2683,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2684,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2712,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2713,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2716,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2728,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2733,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2738,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2744,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2748,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2771,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2775,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,46,individuals,,,,,,,,,
2776,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2779,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2785,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,24,individuals,,,,,,,,,
2786,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Maria Cristina,Finished,30,individuals,,,,,,,,,
2792,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2793,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2805,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2806,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2816,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2830,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2833,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2845,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,5,individuals,,,,,,,,,
2847,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Santa Elena,Finished,3,individuals,,,,,,,,,
2854,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2858,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2868,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,8,individuals,,,,,,,,,
2869,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Maria Cristina,Finished,13,individuals,,,,,,,,,
2879,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2893,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2899,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2906,Philippine Red Cross,WASH,Water,water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
2912,Philippine Red Cross,Health,Health,Blood,1035,103504,Kamague,Finished,1,units,,,,,,,,,
2913,Philippine Red Cross,Health,Health,Blood,1035,103504,San Miguel,Finished,5,units,,,,,,,,,
2914,Philippine Red Cross,Health,Health,Blood,1035,103504,San Miguel,Finished,11,units,,,,,,,,,
2915,Philippine Red Cross,Health,Health,Blood,1035,103504,San Miguel,Finished,3,units,,,,,,,,,
2916,Philippine Red Cross,Health,Health,Blood,1035,103504,San Miguel,Finished,15,units,,,,,,,,,
2917,Philippine Red Cross,Health,Health,Blood,1035,103504,San Miguel,Finished,23,units,,,,,,,,,
2918,Philippine Red Cross,Health,Health,Blood,1035,103504,San Miguel,Finished,11,units,,,,,,,,,
2919,Philippine Red Cross,Health,Health,Blood,1035,103504,San Miguel,Finished,3,units,,,,,,,,,
2921,Philippine Red Cross,Health,Health,Blood,1035,103504,San Miguel,Finished,1,units,,,,,,,,,
2923,Philippine Red Cross,Health,Health,Blood,1035,103504,Pala-o,Finished,88,units,,,,,,,,,
2925,Philippine Red Cross,Health,Health,Blood,1035,103504,San Miguel,Finished,4,units,,,,,,,,,
2929,Philippine Red Cross,Health,Health,Blood,1035,103504,Pala-o,Finished,1,units,,,,,,,,,
2930,Philippine Red Cross,Health,Health,Blood,1035,103504,Pala-o,Finished,1,units,,,,,,,,,
2931,Philippine Red Cross,Health,Health,Blood,1035,103504,E and R Hospital,Finished,1,units,,,,,,,,,
2932,Philippine Red Cross,Health,Health,Blood,1035,103504,Pala-o,Finished,41,units,,,,,,,,,
2933,Philippine Red Cross,Health,Health,Blood,1035,103504,Kamague,Finished,3,units,,,,,,,,,
2935,Philippine Red Cross,Health,Health,Blood,1035,103504,San Miguel,Finished,10,units,,,,,,,,,
2938,Philippine Red Cross,Health,Health,Blood,1035,103504,Pala-o,Finished,20,units,,,,,,,,,
2939,Philippine Red Cross,Health,Health,Blood,1035,103504,Kamague,Finished,4,units,,,,,,,,,
2941,Philippine Red Cross,Health,Health,Blood,1035,103504,San Miguel,Finished,12,units,,,,,,,,,
2945,Philippine Red Cross,Health,Health,Blood,1035,103504,Pala-o,Finished,14,units,,,,,,,,,
2946,Philippine Red Cross,Health,Health,Blood,1035,103504,Pala-o,Finished,1,units,,,,,,,,,
2948,Philippine Red Cross,Health,Health,Blood,1035,103504,Kamague,Finished,5,units,,,,,,,,,
2949,Philippine Red Cross,Health,Health,Blood,1035,103504,San Miguel,Finished,12,units,,,,,,,,,
2953,Philippine Red Cross,Health,Health,Blood,1035,103504,Pala-o,Finished,12,units,,,,,,,,,
2955,Philippine Red Cross,Health,Health,Blood,1035,103504,Kamague,Finished,2,units,,,,,,,,,
2956,Philippine Red Cross,Health,Health,Blood,1035,103504,San Miguel,Finished,2,units,,,,,,,,,
2957,Philippine Red Cross,Health,Health,Blood,1035,103504,Pala-o,Finished,2,units,,,,,,,,,
2962,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1035,103504,Buru-Un,Finished,164,individuals,,,,,,,,,
2970,Philippine Red Cross,WASH,Water,water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
2973,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3003,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3009,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3013,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,38,individuals,,,,,,,,,
3017,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,29,individuals,,,,,,,,,
3018,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Maria Cristina,Finished,22,individuals,,,,,,,,,
3030,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3034,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3053,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3056,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3064,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Santa Elena,Finished,10,Individuals,,,,,,,,,
3065,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Maria Cristina,Finished,6,Individuals,,,,,,,,,
3076,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3086,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3088,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3112,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3117,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3133,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3137,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3159,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3165,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3170,Philippine Red Cross,WASH,Non-Food Items,Hygiene Kit,1035,103504,Buru-Un,Finished,154,pcs,,,,,,,,,
3171,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,71,individuals,,,,,,,,,
3173,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1035,103504,Buru-Un,Finished,154,individuals,,,,,,,,,
3174,Philippine Red Cross,Relief,Hot Meals,Hot Meals,1035,103504,Buru-Un,Finished,151,individuals,,,,,,,,,
3184,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3191,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3192,Philippine Red Cross,WASH,Non-Food Items,Hygiene Kit,1035,103504,Maria Cristina,Finished,110,pcs,,,,,,,,,
3193,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1035,103504,Maria Cristina,Finished,110,individuals,,,,,,,,,
3210,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3213,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3223,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3226,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3240,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3249,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3257,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,5,individuals,,,,,,,,,
3270,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3273,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,5,individuals,,,,,,,,,
3274,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Maria Cristina,Finished,14,Individuals,,,,,,,,,
3278,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3289,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3292,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3299,Philippine Red Cross,Health,Health,Blood,1035,103504,San Miguel,Finished,2,units,,,,,,,,,
3300,Philippine Red Cross,Health,Health,Blood,1035,103504,Pala-o,Finished,11,units,,,,,,,,,
3301,Philippine Red Cross,Health,Health,Blood,1035,103504,Kamague,Finished,2,units,,,,,,,,,
3318,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3324,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3337,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3352,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3353,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3356,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3375,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3378,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3393,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3394,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,11,individuals,,,,,,,,,
3395,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,34,individuals,,,,,,,,,
3397,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Maria Cristina,Finished,34,Individuals,,,,,,,,,
3403,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3413,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3422,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3433,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3437,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3438,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3466,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,13,individuals,,,,,,,,,
3467,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,Finished,50,individuals,,,,,,,,,
3468,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Maria Cristina,Finished,7,individuals,,,,,,,,,
3475,Philippine Red Cross,waSH,water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3487,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Buru-Un,For Deletion,13,individuals,,,,,,,,,
3488,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103504,Maria Cristina,For Deletion,7,Individuals,,,,,,,,,
3499,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3500,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3513,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3514,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3527,Philippine Red Cross,WASH,Water,Water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3528,Philippine Red Cross,WASH,Water,Water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3547,Philippine Red Cross,WASH,Water,water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3548,Philippine Red Cross,WASH,Water,water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3589,Philippine Red Cross,waSH,water,water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3590,Philippine Red Cross,waSH,water,water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3610,Philippine Red Cross,waSH,water,water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3611,Philippine Red Cross,waSH,water,water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3634,Philippine Red Cross,waSH,water,water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3635,Philippine Red Cross,waSH,water,water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3648,Philippine Red Cross,waSH,water,water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3649,Philippine Red Cross,waSH,water,water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3662,Philippine Red Cross,waSH,water,water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3663,Philippine Red Cross,waSH,water,water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
3674,Philippine Red Cross,welfare,PSS,psychosocial support,1035,103504,Buru-Un,Finished,13,individuals,,,,,,,,,
3676,Philippine Red Cross,welfare,PSS,psychosocial support,1035,103504,Buru-Un,Finished,18,individuals,,,,,,,,,
3677,Philippine Red Cross,welfare,PSS,psychosocial support,1035,103504,Maria Cristina,Finished,13,individuals,,,,,,,,,
3680,Philippine Red Cross,waSH,water,water,1035,103504,Buru-Un,Finished,,liters,,,,,,,,,
3681,Philippine Red Cross,waSH,water,water,1035,103504,Santa Elena,Finished,,liters,,,,,,,,,
60,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
77,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
107,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
122,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
158,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
174,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
193,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
204,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
229,ICRC,Relief,Non-Food Items,Kitchen Set,1536,153617,Buadi Sacayo,Finished,165,set,,,,,,,,,
230,ICRC,WASH,Non-Food Items,Hygiene Kit,1536,153617,Buadi Sacayo,Finished,165,pcs,,,,,,,,,
231,ICRC,Relief,Non-Food Items,Sleeping Kit (Mat),1536,153617,Buadi Sacayo,Finished,165,pcs,,,,,,,,,
232,ICRC,Relief,Non-Food Items,Sleeping Kit (Blanket),1536,153617,Buadi Sacayo,Finished,165,pcs,,,,,,,,,
233,ICRC,Relief,Non-Food Items,Sleeping Kit (Mosquito Net),1536,153617,Buadi Sacayo,Finished,165,pcs,,,,,,,,,
234,ICRC,WASH,Non-Food Items,Jerry Can (20L),1536,153617,Buadi Sacayo,Finished,165,pcs,,,,,,,,,
252,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
269,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
290,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
305,Philippine Red Cross,Disaster Management,Disaster Management,MDM Crash Course,1536,153617,Buadi Sacayo,Finished,84,activity,,,,,,,,,
334,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
355,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
393,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
406,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
417,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
497,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
599,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
676,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
760,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
824,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
901,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
964,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
992,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
1025,ICRC,Relief,Food Items,Food Items (15-days Ration),1536,153617,Bito Buadi Itowa,Finished,229,packs,,,,,,,,,
1028,ICRC,Relief,Non-Food Items,Kitchen Set,1536,153617,Bito Buadi Itowa,Finished,229,set,,,,,,,,,
1029,ICRC,WASH,Non-Food Items,Hygiene Kit,1536,153617,Bito Buadi Itowa,Finished,229,pcs,,,,,,,,,
1030,ICRC,Relief,Non-Food Items,Sleeping Kit (Mat),1536,153617,Bito Buadi Itowa,Finished,229,pcs,,,,,,,,,
1031,ICRC,Relief,Non-Food Items,Sleeping Kit (Blanket),1536,153617,Bito Buadi Itowa,Finished,229,pcs,,,,,,,,,
1032,ICRC,Relief,Non-Food Items,Sleeping Kit (Mosquito Net),1536,153617,Bito Buadi Itowa,Finished,229,pcs,,,,,,,,,
1033,ICRC,WASH,Non-Food Items,Jerry Can (20L),1536,153617,Bito Buadi Itowa,Finished,229,pcs,,,,,,,,,
1065,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
1124,Philippine Red Cross,WASH,Water,Water,1536,153617,"Menor Street, Marawi",Finished,,liters,,,,,,,,,
1149,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
1205,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
1238,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
1249,Philippine Red Cross,WASH,Water,Water,1536,153617,"Menor Street, Marawi",Finished,,liters,,,,,,,,,
1278,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
1303,Philippine Red Cross,WASH,Water,Water,1536,153617,"Menor Street, Marawi",Finished,,liters,,,,,,,,,
1327,Philippine Red Cross,WASH,Water,Water,1536,153617,"Menor Street, Marawi",Finished,,liters,,,,,,,,,
1355,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
1367,Philippine Red Cross,WASH,Water,Water,1536,153617,"Menor Street, Marawi",Finished,,liters,,,,,,,,,
1373,Philippine Red Cross,WASH,Water,Water,1536,153617,"Menor Street, Marawi",Finished,,liters,,,,,,,,,
1376,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
1387,Philippine Red Cross,WASH,Water,Water,1536,153617,"Menor Street, Marawi",Finished,,liters,,,,,,,,,
1406,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
1454,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
1455,Philippine Red Cross,WASH,Water,Water,1536,153617,Bito Buadi Itowa,Finished,,liters,,,,,,,,,
1486,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1536,153617,Bito Buadi Itowa,Finished,217,individuals,,,,,,,,,
1488,Philippine Red Cross,WASH,Water,Water,1536,153617,Bito Buadi Itowa,Finished,,liters,,,,,,,,,
1489,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
1497,Philippine Red Cross,WASH,Water,Water,1536,153617,Bito Buadi Itowa,Finished,,liters,,,,,,,,,
1498,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
1501,Philippine Red Cross,WASH,Water,Water,1536,153617,Bito Buadi Itowa,Finished,,liters,,,,,,,,,
1517,Philippine Red Cross,WASH,Water,Water,1536,153617,Bito Buadi Itowa,Finished,,liters,,,,,,,,,
1551,Philippine Red Cross,WASH,Water,Water,1536,153617,Bito Buadi Itowa,Finished,,liters,,,,,,,,,
1552,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
1586,Philippine Red Cross,WASH,Water,Water,1536,153617,Bito Buadi Itowa,Finished,,liters,,,,,,,,,
1592,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
1609,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
1614,Philippine Red Cross,WASH,Water,Water,1536,153617,Buadi Sacayo,Finished,,liters,,,,,,,,,
